Index,Restaurant,Cuisine,Review,Response,Rating
684,El Mariachi,Mexican,"The enchiladas were good, but not great. The chips and salsa were tasty. The service was friendly, but a bit slow. A decent spot for Mexican food, but not exceptional.",Neutral,3
685,Pasta Perfecto,Italian,"The pasta was cooked well and the sauce was flavorful, but nothing extraordinary. The service was prompt and courteous. A decent spot for Italian food, but not exceptional.",Neutral,3
686,Seoul BBQ,Korean,"The Korean barbecue was good, but not amazing. The service was friendly, but a bit slow. A decent spot for Korean food, but nothing exceptional.",Neutral,3
687,Banh Mi Bistro,Vietnamese,"The banh mi sandwich was good, but not great. The service was quick and friendly. A decent spot for Vietnamese food, but not exceptional.",Neutral,3
688,Cafe de Paris,French,"The croissants were good, but not amazing. The coffee was decent. The service was friendly, but a bit slow. A decent spot for a quick coffee and pastry.",Neutral,3
689,Tandoori Palace,Indian,"The tandoori chicken was good, but a bit dry. The service was friendly, but a bit slow. A decent spot for Indian food, but not exceptional.",Neutral,3
690,Bangkok Bistro,Thai,"The pad thai was good, but not outstanding. The service was friendly, but a bit slow. A decent spot for Thai food, but nothing exceptional.",Neutral,3
691,Gyro Palace,Mediterranean,"The gyro was good, but not amazing. The service was friendly, but the atmosphere was a bit bland. A decent spot for Mediterranean food, but not exceptional.",Neutral,3
692,Jade Palace,Chinese,"The food was good, but not outstanding. The service was prompt and courteous. A decent spot for Chinese food, but not exceptional.",Neutral,3
693,The Greasy Spoon,American,"The burger was overcooked and dry, the fries were stale, and the service was slow and unresponsive. A truly terrible dining experience.",Negative,1
694,Shrimp Shack,Seafood,"The shrimp was overcooked and rubbery, the sides were uninspired, and the service was rude and unprofessional. A truly disappointing meal.",Negative,1
695,La Dolce Vita,Italian,"The pasta was overcooked and the sauce was bland, the bread was stale, and the service was unresponsive and inattentive. A truly terrible experience.",Negative,1
696,The Wok,Chinese,"The food was greasy and tasted like it had been sitting out for too long, the service was slow and unfriendly, and the atmosphere was dirty and unappealing. A truly disappointing meal.",Negative,1
697,The Rusty Anchor,Seafood,"The fish was dry and tasteless, the sides were uninspired, and the service was slow and inattentive. A truly terrible dining experience.",Negative,1
698,The Burger Joint,American,"The burger was overcooked and dry, the fries were stale, and the service was slow and unresponsive. A truly disappointing meal.",Negative,2
699,Sushi House,Japanese,"The sushi was mediocre and overpriced, the service was slow and inattentive, and the atmosphere was bland and unappealing. A truly disappointing meal.",Negative,2
700,La Taqueria,Mexican,"The tacos were greasy and unappetizing, the service was slow and unfriendly, and the atmosphere was dirty and uninviting. A truly disappointing meal.",Negative,2
701,Pizzeria Roma,Italian,"The pizza was bland and overpriced, the service was slow and inattentive, and the atmosphere was loud and unpleasant. A truly disappointing meal.",Negative,2
702,The Noodle Bar,Asian,"The noodles were overcooked and flavorless, the service was slow and inattentive, and the atmosphere was bland and uninviting. A truly disappointing meal.",Negative,2
703,The Steakhouse,American,"The steak was tough and flavorless, the sides were uninspired, and the service was slow and inattentive. A truly disappointing dining experience.",Negative,2
704,The Bistro,French,"The food was bland and uninspired, the service was slow and unresponsive, and the atmosphere was uninviting and stale. A truly disappointing dining experience.",Negative,2
705,The Sushi Bar,Japanese,"The sushi was mediocre and overpriced, the service was slow and inattentive, and the atmosphere was bland and unappealing. A disappointing meal.",Neutral,3
706,The Italian Kitchen,Italian,"The pasta was cooked well and the sauce was decent, but nothing extraordinary. The service was prompt and courteous. A decent spot for Italian food, but not exceptional.",Neutral,3
707,Golden Wok,Chinese,"The food was cold and bland, and the service was slow. I wouldn't recommend this restaurant.",Negative,1
708,Taj Mahal,Indian,The food was extremely spicy and almost inedible. The service was also slow and inattentive. I was very disappointed.,Negative,1
709,La Belle Epoque,French,"The atmosphere was nice, but the food was overpriced and not very good. I wouldn't go back.",Negative,1
710,Pizza Plus,Italian,The pizza was greasy and tasted like it had been sitting out for hours. I was very disappointed with my meal.,Negative,1
711,Thai Palace,Thai,The service was terrible and the food was not fresh. I would not recommend this restaurant to anyone.,Negative,1
712,Fogo de Chão,Brazilian,The food was mediocre and overpriced for what we received. The service was also lacking.,Negative,2
713,Sakura,Japanese,The sushi was not fresh and the service was slow. I was very disappointed with my experience here.,Negative,2
714,Mama's Italian Kitchen,Italian,The pasta was overcooked and the sauce was bland. The service was also slow and inattentive.,Negative,2
715,El Taquito,Mexican,The food was greasy and lacked flavor. The service was also slow and inattentive. I would not recommend this restaurant.,Negative,2
716,Hanoi House,Vietnamese,The food was not very flavorful and the service was lacking. I was disappointed with my experience.,Negative,2
717,Bistro 18,French,The food was average and overpriced. The service was also slow and inattentive. I wouldn't recommend this restaurant.,Neutral,3
718,Roma's Pizzeria,Italian,"The pizza was decent, but nothing special. The service was also average.",Neutral,3
719,Spice Kitchen,Indian,"The food was good, but not great. The service was also lacking.",Neutral,3
720,Sushi Bar,Japanese,"The sushi was fresh, but the service was slow. The atmosphere was nice though.",Neutral,3
721,La Piazza,Italian,The food was good and the service was average. The prices were a bit high though.,Neutral,3
722,The Greek Spot,Greek,The gyro was delicious and the service was fast. The atmosphere was average.,Positive,4
723,Taqueria Los Tacos,Mexican,The tacos were amazing and the service was friendly. The prices were also very reasonable.,Positive,4
724,Thai Basil,Thai,The food was flavorful and fresh. The service was also very attentive. I would recommend this restaurant.,Positive,4
725,Noodle Nation,Chinese,The noodles were delicious and the service was fast. The prices were also reasonable.,Positive,4
726,Bistro Royale,French,The food was terrible and overpriced. I would not recommend this restaurant.,Negative,1
727,La Taqueria,Mexican,The tacos were dry and flavorless. The service was slow and unattentive.,Negative,1
728,The Greek Spot,Greek,The gyro was cold and stale. The hummus tasted old and expired.,Negative,1
729,Bombay Bites,Indian,The naan bread was hard and burnt. The chicken tikka masala lacked flavor.,Negative,1
730,Noodle House,Chinese,The noodles were mushy and tasted like they had been sitting out for hours.,Negative,1
731,Sushi Express,Japanese,The sushi tasted fishy and smelled bad. The rice was dry and hard.,Negative,1
732,Chez Marie,French,The escargot was slimy and tasted terrible. The wine was overpriced and not good.,Negative,2
733,El Mariachi,Mexican,The guacamole was brown and tasted old. The margarita was weak and tasted like sugar water.,Negative,2
734,Opa! Greek Grill,Greek,The lamb was tough and overcooked. The tzatziki sauce was too salty.,Negative,2
735,Spice Room,Indian,The chicken curry was too spicy and gave me heartburn. The service was slow and unprofessional.,Negative,2
736,Panda Garden,Chinese,The spring rolls were greasy and tasted bad. The fried rice was dry and bland.,Negative,2
737,Sakura Sushi,Japanese,The sushi rolls were small and not fresh. The miso soup was too salty.,Negative,2
738,Pasta Palace,Italian,The pasta was overcooked and mushy. The sauce was bland and lacked flavor.,Neutral,3
739,El Rancho,Mexican,"The burrito was average, nothing special. The salsa was good, but nothing exceptional.",Neutral,3
740,Mediterranean Bistro,Mediterranean,"The hummus was good, but the pita bread was stale. The falafel was average.",Neutral,3
741,The Curry House,Indian,"The chicken tikka masala was good, but not great. The naan bread was average.",Neutral,3
742,Chopsticks,Chinese,"The hot and sour soup was good, but not great. The General Tso's chicken was average.",Neutral,3
743,Fuji Sushi,Japanese,"The sushi rolls were good, but not exceptional. The miso soup was average.",Neutral,3
744,Indian Spice House,Indian,"The food was terrible, the service was slow, and the atmosphere was unpleasant. I would not recommend this restaurant.",Negative,1
745,Kebab King,Middle Eastern,"The kebab was dry and flavorless, and the hummus was bland. The service was also slow and unattentive. Overall, I was very disappointed.",Negative,2
746,The Sushi Spot,Japanese,"The sushi was mediocre, and the service was slow. I expected better for the price.",Neutral,3
747,Mama's Italian Kitchen,Italian,"The pizza was decent, but the pasta was overcooked and the sauce was too salty. The service was also slow and inattentive.",Negative,2
748,Thai Delight,Thai,"The curry was too sweet and lacked spice. The service was also slow, and the atmosphere was dull. Overall, a disappointing experience.",Negative,2
749,The French Connection,French,"The steak was overcooked and dry, and the wine was mediocre. The service was slow and inattentive. Not worth the price.",Negative,2
750,Saffron Palace,Indian,"The biryani was dry and flavorless, and the service was poor. The atmosphere was also noisy and unpleasant. Would not recommend.",Negative,1
751,The Great Wall,Chinese,"The food was greasy and lacked flavor, and the service was slow. Overall, a disappointing experience.",Negative,2
752,The Burger Joint,American,"The burger was dry and overcooked, and the fries were cold and stale. The service was also slow and inattentive. Not worth the price.",Negative,2
753,The Veggie Patch,Vegetarian,"The salad was wilted and the dressing was too heavy. The service was slow, and the atmosphere was dull. Would not recommend.",Negative,2
754,The BBQ Shack,Southern,"The ribs were dry and lacked flavor, and the cornbread was dry and crumbly. The service was also slow and inattentive. Disappointing.",Negative,2
755,Peking Garden,Chinese,"The food was mediocre and lacked flavor, and the service was slow. Overall, a disappointing experience.",Neutral,3
756,Tandoori Flame,Indian,"The tandoori chicken was dry and overcooked, and the naan was cold and stale. The service was also slow and inattentive. Not worth the price.",Negative,2
757,The Italian Job,Italian,"The pasta was overcooked and the sauce was too salty, and the wine was mediocre. The service was also slow and inattentive. Not worth the price.",Negative,2
758,The Sizzling Wok,Chinese,"The food was too greasy and lacked flavor, and the service was slow. Overall, a disappointing experience.",Negative,2
759,The Taco Truck,Mexican,The tacos were dry and the salsa was bland. The service was also slow and unattentive. Disappointing.,Negative,2
760,The Spice Room,Indian,"The Spice Room serves the best Indian food in the city! The flavors in the butter chicken were out of this world, and the naan bread was fresh and fluffy. The service was friendly and attentive, making our dining experience even more enjoyable. I highly recommend this restaurant to anyone who loves authentic Indian cuisine!",Positive,5
761,Sushi Sama,Japanese,"Sushi Sama is a hidden gem for sushi lovers! The rolls were fresh and the fish was of excellent quality. The ambiance was cozy and intimate, perfect for a romantic date night. The prices were reasonable for the quality of the food, and the service was top-notch. The restaurant also has a great selection of sake to pair with your meal. I will definitely be returning to Sushi Sama!",Positive,5
762,The Crab Shack,Seafood,"The Crab Shack is a seafood lover's paradise! The crab legs were huge and meaty, and the garlic butter sauce was so flavorful. The service was friendly and attentive, and the outdoor seating area had a great view of the water. The prices were a bit high, but definitely worth it for the quality of the food. I highly recommend this restaurant for anyone looking for a seafood feast!",Positive,4
763,La Cantina,Mexican,"La Cantina is a fantastic Mexican restaurant with a great atmosphere. The chips and salsa were fresh and flavorful, and the margaritas were perfectly mixed. The tacos were authentic and delicious, and the service was prompt and friendly. The prices were reasonable for the quality of the food and drinks. I highly recommend La Cantina for anyone looking for a great Mexican dining experience!",Positive,5
764,The Steakhouse,Steakhouse,"The Steakhouse is the best place to go for a steak in the city! The filet mignon was cooked to perfection, and the garlic mashed potatoes were a great complement to the meal. The service was excellent, and the atmosphere was sophisticated and upscale. The prices were a bit high, but definitely worth it for the quality of the food and service. I highly recommend The Steakhouse for anyone looking for a great steakhouse experience!",Positive,5
765,Saffron,Indian,"Saffron is a fantastic Indian restaurant with a great menu. The chicken tikka masala was creamy and flavorful, and the garlic naan was perfectly cooked. The service was prompt and friendly, and the atmosphere was cozy and comfortable. The prices were reasonable for the quality of the food and service. I highly recommend Saffron for anyone looking for a great Indian dining experience!",Positive,4
766,The Garden Cafe,American,The Garden Cafe is a great spot for breakfast or lunch. The food is always fresh and the service is friendly and efficient.,Positive,4
767,Bella Italia,Italian,Bella Italia is the perfect place for a romantic date night. The pasta dishes are delicious and the atmosphere is cozy.,Positive,5
768,Sushi Spot,Japanese,Sushi Spot has some of the best sushi I've ever had. The fish is always fresh and the chefs are true masters of their craft.,Positive,5
769,La Fiesta,Mexican,La Fiesta is the best Mexican restaurant in town. The guacamole is amazing and the margaritas are strong and delicious.,Positive,4
770,The Steakhouse,Steakhouse,The Steakhouse is the perfect spot for a special occasion. The steaks are always cooked to perfection and the sides are great.,Positive,5
771,India Palace,Indian,India Palace is my go-to spot for authentic Indian cuisine. The curries are flavorful and the naan is always fresh and warm.,Positive,4
772,Thai Spice,Thai,Thai Spice has some of the best Pad Thai I've ever had. The spices are perfectly balanced and the noodles are cooked just right.,Positive,5
773,The Bistro,French,The Bistro is a charming little spot for a romantic dinner. The escargot is a must-try and the wine list is impressive.,Positive,4
774,The Sushi Bar,Japanese,The Sushi Bar has some of the freshest sushi in town. The prices are reasonable and the service is always friendly.,Positive,4
775,Mama Mia,Italian,Mama Mia is a family-friendly Italian spot with great pizza and pasta dishes. The portions are generous and the prices are reasonable.,Positive,4
776,The Crab Shack,Seafood,The Crab Shack is the perfect spot for seafood lovers. The crab legs are delicious and the steamed shrimp is always fresh.,Positive,5
777,The Greek Taverna,Greek,The Greek Taverna has some of the best Mediterranean food in town. The gyro is delicious and the hummus is to die for.,Positive,4
778,La Pizzeria,Italian,La Pizzeria is a great spot for a casual dinner. The pizzas are always fresh and delicious and the prices are reasonable.,Positive,4
779,Spice Route,Indian,Spice Route is the perfect spot for Indian food lovers. The chicken tikka masala is amazing and the naan is always fresh.,Positive,5
780,The Fish Market,Seafood,The Fish Market is the best seafood spot in town. The oysters are always fresh and the lobster is cooked to perfection.,Positive,5
781,Thai Orchid,Thai,Thai Orchid has some of the best Tom Yum soup I've ever had. The service is friendly and the prices are reasonable.,Positive,4
782,Spice House,Indian,I visited Spice House for lunch and was impressed with the food. The chicken tikka masala was flavorful and tender. The naan bread was freshly baked and delicious. I would definitely recommend this restaurant.,Positive,4
783,La Taqueria,Mexican,I love La Taqueria! The tacos are delicious and the salsa is amazing. The prices are also very reasonable. I would highly recommend this place to anyone looking for great Mexican food.,Positive,5
784,The Olive Tree,Mediterranean,The Olive Tree is one of my favorite restaurants. The hummus and pita bread are always fresh and the lamb skewers are so juicy and flavorful. The atmosphere is cozy and the service is great. Highly recommend.,Positive,5
785,The Red Lion,British,"I had high hopes for The Red Lion, but unfortunately the food fell short. The fish and chips were overcooked and greasy, and the pie was dry. The atmosphere was nice though, and the service was friendly.",Negative,2
786,Sushi Sake,Japanese,Sushi Sake is a great spot for fresh and delicious sushi. The rolls are always made to order and the fish is so flavorful. The service is also great and the prices are reasonable. Highly recommend.,Positive,4
787,The Blue Crab,Seafood,I had a great experience at The Blue Crab. The crab cakes were some of the best I've ever had and the seafood chowder was delicious. The service was excellent as well. Highly recommend.,Positive,5
788,The Vegan Spot,Vegan,The Vegan Spot is a great place for a healthy and delicious meal. The avocado toast is my favorite and the smoothies are so refreshing. The service is always friendly and welcoming. Highly recommend.,Positive,4
789,Chez Pierre,French,"Chez Pierre is a hidden gem. The escargot was delicious and the steak frites were cooked to perfection. The atmosphere is cozy and romantic, perfect for a date night. Highly recommend.",Positive,5
790,The Spice Route,Indian,The Spice Route is one of my favorite Indian restaurants. The chicken tikka masala is so flavorful and the garlic naan bread is amazing. The service is always friendly and attentive. Highly recommend.,Positive,5
791,La Pizzeria,Italian,La Pizzeria has the best pizza in town. The crust is crispy and the toppings are fresh and delicious. The atmosphere is cozy and the service is great. Highly recommend.,Positive,5
792,The Green Garden,Vegetarian,The Green Garden is a great spot for vegetarian food. The falafel wrap is my favorite and the lentil soup is so hearty and delicious. The service is always friendly and the prices are reasonable. Highly recommend.,Positive,4
793,The Butcher's Block,Steakhouse,The Butcher's Block has the best steak in town. The filet mignon was cooked to perfection and the garlic mashed potatoes were so creamy and delicious. The service was also excellent. Highly recommend.,Positive,5
794,Noodle House,Asian,The noodles were overcooked and the broth was too salty. I was very disappointed.,Negative,2
795,Italiano,Italian,"The pizza was alright, but the service was slow and the restaurant was too noisy.",Neutral,3
796,Sushi Palace,Japanese,"The sushi was fresh and tasty, and the service was excellent. I will definitely be coming back.",Positive,5
797,Burger Joint,American,"The burgers were dry and flavorless, and the fries were cold. Not worth the price.",Negative,2
798,La Cocina,Mexican,"The tacos were delicious and the guacamole was fresh. The service was a bit slow, but it was worth the wait.",Positive,4
799,Chinese Palace,Chinese,"The dumplings were amazing, but the fried rice was a bit bland. Overall, a good experience.",Positive,4
800,Indian Spice,Indian,The curries were too spicy and the naan was burnt. I didn't enjoy my meal here.,Negative,2
801,French Bistro,French,The steak was cooked to perfection and the wine was excellent. The atmosphere was cozy and romantic.,Positive,5
802,Thai Taste,Thai,"The pad thai was decent, but the service was slow and the restaurant was too crowded.",Neutral,3
803,BBQ Pit,Southern,The ribs were delicious and the mac and cheese was amazing. The portion sizes were huge.,Positive,5
804,Seafood Shack,Seafood,"The seafood was fresh and well-prepared, but the prices were a bit steep.",Neutral,3
805,Vegetarian Spot,Vegetarian,"The veggie burger was dry and tasteless, and the service was slow. Not recommended.",Negative,2
806,Greek Taverna,Greek,The moussaka was amazing and the service was excellent. I will definitely be coming back.,Positive,5
807,Steakhouse,Steak,"The steak was cooked perfectly to my liking, but the sides were mediocre. The service was good.",Positive,4
808,Ramen Bar,Japanese,"The ramen was delicious and the broth was flavorful. The service was a bit slow, but it was worth the wait.",Positive,4
809,Spanish Tapas,Spanish,The tapas were delicious and the sangria was refreshing. The atmosphere was lively and fun.,Positive,5
810,Brunch Spot,American,The pancakes were fluffy and the bacon was crispy. The service was friendly and attentive.,Positive,4
811,Peruvian Flavors,Peruvian,"The ceviche was fresh and tangy, but the portions were small for the price.",Neutral,3
812,Korean BBQ,Korean,The beef bulgogi was delicious and the kimchi was spicy. The service was a bit slow.,Positive,4
813,Bistro Cafe,French,"The croissants were flaky and buttery, and the coffee was strong. The service was a bit slow.",Positive,4
814,The Rusty Spoon,American,The ambiance was nice but the food was just average. The prices were also quite high.,Negative,2
815,Le Petit Bistro,French,"The French onion soup was delicious and the service was great. However, the entrees were disappointing and overpriced.",Neutral,3
816,Sushi Aki,Japanese,"The sushi was fresh and delicious, but the service was slow and the restaurant was crowded.",Positive,4
817,La Taqueria,Mexican,"The tacos were underwhelming and lacked flavor. The margaritas were good, but overpriced.",Negative,2
818,The Cheesecake Factory,American,"The menu had a good variety of options and the portion sizes were huge. However, the food lacked flavor and tasted bland.",Negative,2
819,Cafe Italia,Italian,"The pasta dishes were delicious and authentic. The service was attentive and friendly. Overall, a great experience.",Positive,5
820,The Greek Spot,Greek,"The gyro platter was tasty, but the portions were small and overpriced. The service was average.",Neutral,3
821,Thai Garden,Thai,The pad thai was mediocre and lacked flavor. The prices were also quite high.,Negative,2
822,El Burrito Loco,Mexican,The burritos were huge and flavorful. The salsa and guacamole were also delicious. A great spot for a casual lunch.,Positive,4
823,The Sizzling Szechuan,Chinese,"The kung pao chicken was spicy and delicious. However, the restaurant was noisy and the service was slow.",Neutral,3
824,Tokyo Ramen,Japanese,The ramen was flavorful and authentic. The restaurant was also clean and well-decorated. Highly recommended.,Positive,5
825,Mama's Italian Kitchen,Italian,The pizza was average and lacked flavor. The prices were also quite high.,Negative,2
826,The Big Cheese,American,The burgers were juicy and flavorful. The service was also fast and friendly. A great spot for a quick lunch.,Positive,4
827,Pho & More,Vietnamese,The pho was flavorful and authentic. The service was also fast and attentive. Highly recommended.,Positive,5
828,Bistro 23,French,"The steak frites were cooked perfectly and were delicious. However, the service was slow and the restaurant was noisy.",Neutral,3
829,La Piazza,Italian,"The pasta dishes were delicious and authentic. However, the restaurant was crowded and the service was slow.",Neutral,3
830,Curry House,Indian,"The curry was flavorful and spicy. However, the service was slow and the restaurant was noisy.",Neutral,3
831,Bistro 18,French,The service was extremely slow and the food was disappointing. Would not recommend.,Negative,2
832,The Greek Joint,Greek,"The gyro was average, nothing special. The service was good though.",Neutral,3
833,Sushi Saito,Japanese,"The sushi was incredible, some of the best I've ever had. The chef was friendly and attentive.",Positive,5
834,La Taqueria,Mexican,The tacos were greasy and lacked flavor. Disappointing overall.,Negative,2
835,Shanghai Dumpling,Chinese,The dumplings were delicious and the service was prompt. Would definitely recommend.,Positive,4
836,Pizzeria Locale,Italian,"The pizza was just okay, not the best I've had. The service was friendly though.",Neutral,3
837,Cafe Zinho,Mediterranean,The hummus was a bit too salty for my liking. The atmosphere was nice though.,Negative,2
838,Noma,Nordic,The tasting menu was an incredible culinary experience. Highly recommend for a special occasion.,Positive,5
839,Curry House,Indian,"The curry was too spicy for me, but my friend loved it. The service was average.",Neutral,3
840,El Cholo,Mexican,"The margaritas were excellent, but the food was underwhelming. Service was okay.",Neutral,3
841,Le Pain Quotidien,Belgian,"The pastries were amazing, especially the croissants. Service was friendly and attentive.",Positive,4
842,Little Italy,Italian,The pasta was overcooked and the sauce lacked flavor. Not impressed with this restaurant.,Negative,2
843,Spice Market,Southeast Asian,The flavors in the dishes were amazing and really authentic. Service was also great.,Positive,5
844,The Smith,American,The burger was delicious and cooked perfectly. Service was prompt and friendly.,Positive,4
845,Bar Pitti,Italian,The pasta was delicious and the service was attentive. Would definitely recommend.,Positive,4
846,Fogo de Chao,Brazilian,"The meat was tender and flavorful, but the sides were underwhelming. Service was good overall.",Neutral,3
847,Fisherman's Wharf,Seafood,The seafood was fresh and cooked perfectly. Service was friendly but a bit slow.,Positive,4
848,The Spotted Pig,British,"The atmosphere was cozy and inviting, but the food was disappointing. Would not recommend.",Negative,2
849,Gaggan,Indian,The tasting menu was a unique and incredible culinary experience. Highly recommend.,Positive,5
850,Spice House,Indian,The food was not at all spicy and the service was very slow. Avoid this place.,Negative,2
851,Sushi Bar,Japanese,The sushi was decent but the portions were small and the price was high.,Neutral,3
852,Pizza Palace,Italian,The pizza was undercooked and lacked flavor. Definitely not worth the price.,Negative,2
853,Noodle World,Chinese,The noodles were overcooked and the sauce was bland. Not impressed.,Negative,2
854,Steak House,American,The steak was cooked perfectly and the service was excellent. Highly recommend.,Positive,5
855,Taqueria,Mexican,The tacos were delicious and the margaritas were perfect. Great atmosphere too.,Positive,4
856,Sushi House,Japanese,The sushi was fresh and delicious. Great service too.,Positive,5
857,Italian Bistro,Italian,The pasta was cooked perfectly and the sauce was delicious. Highly recommend.,Positive,5
858,Curry House,Indian,The curry was way too spicy and the service was slow. Not impressed.,Negative,2
859,Thai Kitchen,Thai,The pad thai was good but the portions were small for the price.,Neutral,3
860,Burger Joint,American,The burgers were juicy and flavorful. Great place for a casual meal.,Positive,4
861,Pho Spot,Vietnamese,The pho was delicious and the broth was flavorful. Highly recommend.,Positive,5
862,Sushi Spot,Japanese,The sushi was average and the service was slow. Not worth the price.,Negative,2
863,Italian Cafe,Italian,The pasta was overcooked and the sauce was too salty. Not impressed.,Negative,2
864,Chinese Palace,Chinese,The food was decent but the service was slow. Not worth the price.,Negative,2
865,Thai Cafe,Thai,The curry was flavorful but the service was slow. Decent overall.,Neutral,3
866,Burger Shack,American,The burgers were dry and overcooked. Not worth the price.,Negative,2
867,Ramen Spot,Japanese,The ramen was delicious and the broth was flavorful. Highly recommend.,Positive,5
868,Indian Cafe,Indian,The naan bread was delicious but the curry was too spicy. Decent overall.,Neutral,3
869,Mexican Cantina,Mexican,The enchiladas were good but the service was slow. Decent overall.,Neutral,3
870,Steakhouse Grill,American,The steak was cooked perfectly and the service was excellent. Highly recommend.,Positive,5
871,Thai House,Thai,The pad thai was too sweet for my taste. Decent overall.,Neutral,3
872,Chinese Buffet,Chinese,The food was mediocre and the service was slow. Not impressed.,Negative,2
873,Pizza Hut,Italian,The pizza was average and the service was slow. Not worth the price.,Negative,1
874,Spice Town,Indian,The food here was terrible. I was expecting some delicious Indian cuisine but was thoroughly disappointed.,Negative,2
875,Pizza Palace,Italian,This was hands down the best pizza I've had in a long time. The crust was perfectly crispy and the toppings were fresh and tasty.,Positive,5
876,Sushi Spot,Japanese,"The sushi rolls were just average, nothing special. However, the miso soup was fantastic and definitely worth trying.",Neutral,3
877,Taco Time,Mexican,"The tacos were good but nothing to write home about. However, the chips and salsa were amazing and definitely worth ordering.",Neutral,3
878,Burger Joint,American,"The burgers here were delicious and juicy. The fries were a bit soggy though. Overall, I would definitely recommend this place.",Positive,4
879,Noodle House,Chinese,The noodles were overcooked and the broth was too salty. The only saving grace was the dumplings which were decent.,Negative,2
880,BBQ Pit,American,The barbecue here was amazing. The meat was tender and flavorful and the sauce was just the right amount of sweet and tangy.,Positive,5
881,Cafe Mocha,Cafe,"The coffee here was just okay, nothing to write home about. However, the pastries were absolutely delicious and definitely worth trying.",Neutral,3
882,Thai Palace,Thai,The pad thai here was too sweet and lacked the traditional flavors. The green curry was decent though.,Negative,2
883,Steakhouse,Steakhouse,The steak here was cooked perfectly and had a great char. The sides were a bit lackluster but the meat definitely made up for it.,Positive,4
884,Ramen House,Japanese,The ramen here was just average. Nothing stood out and it was a bit pricey for what you get.,Neutral,3
885,Pizza Pizzazz,Italian,The pizza here was disappointing. The crust was too thick and the toppings were lackluster. I wouldn't recommend this place.,Negative,2
886,Tandoori Grill,Indian,The tandoori chicken was dry and lacked flavor. The naan bread was good though.,Negative,2
887,Fish Market,Seafood,The seafood here was very fresh and flavorful. The crab legs were especially delicious.,Positive,5
888,Sizzling Szechuan,Chinese,The kung pao chicken was too spicy for my taste but the hot and sour soup was delicious.,Neutral,3
889,French Bistro,French,The escargot here was amazing. The rest of the meal was good but nothing compared to the snails.,Positive,4
890,Steak n Shake,American,The burgers here were okay but nothing special. The milkshakes were delicious though.,Neutral,3
891,Sushi House,Japanese,"The sushi rolls were mediocre at best. However, the edamame was great and the miso soup was delicious.",Neutral,3
892,Taste of India,Indian,The food was extremely disappointing. The chicken tikka masala was dry and the naan was burnt. Not worth the price.,Negative,2
893,La Piazza,Italian,"The pizza was average, but the tiramisu was fantastic!",Neutral,3
894,The Golden Rooster,Chinese,The beef and broccoli was bland and undercooked. The wonton soup was good though.,Negative,2
895,Saffron Palace,Indian,"The biryani was very flavorful, but the chicken tikka was dry and overcooked.",Neutral,3
896,La Paloma,Mexican,"The tacos were good, but the guacamole was too spicy for my taste.",Positive,4
897,The Rusty Spoon,American,"The burger was juicy and delicious, but the fries were cold and soggy.",Neutral,3
898,Bamboo Garden,Thai,The pad thai was too sweet and the portions were small for the price.,Negative,2
899,Osaka,Japanese,"The sushi was fresh and flavorful, but the miso soup was too salty.",Positive,4
900,The Spice Room,Indian,"The lamb vindaloo was extremely spicy, but the naan was soft and delicious.",Positive,4
901,The Italian Kitchen,Italian,"The spaghetti carbonara was too salty, but the garlic bread was excellent.",Neutral,3
902,Beijing Palace,Chinese,"The sweet and sour chicken was soggy and tasteless, but the egg rolls were good.",Negative,2
903,El Ranchito,Mexican,"The burrito was huge and tasty, but the rice was undercooked.",Positive,4
904,Bangkok Bistro,Thai,"The red curry was flavorful, but the service was slow and the restaurant was too loud.",Neutral,3
905,Sushi Samba,Japanese,"The sushi was fresh and beautifully presented, but the miso soup was lukewarm.",Positive,4
906,Trattoria Bella,Italian,"The pasta was perfectly cooked and the sauce was delicious, but the tiramisu was disappointing.",Neutral,3
907,Sizzling Szechuan,Chinese,"The kung pao chicken was too spicy for my taste, but the dumplings were amazing.",Positive,4
908,Habanero Grill,Mexican,"The fajitas were sizzling and delicious, but the margarita was too sweet.",Positive,4
909,Thai Orchid,Thai,"The green curry was flavorful, but the portion size was small for the price.",Neutral,3
910,Sakura,Japanese,"The udon noodles were chewy and delicious, but the tempura was greasy.",Neutral,3
911,Spice Temple,Chinese,"Terrible service, food was cold and tasted terrible. Would never come back.",Negative,1
912,Tandoori Flames,Indian,The food was average but the service was slow. Wouldn't recommend.,Negative,2
913,Little Italy,Italian,The pasta was cooked perfectly and the sauce was delicious. Great atmosphere too.,Positive,4
914,Sushi Heaven,Japanese,The sushi was fresh and the service was excellent. I would definitely come back.,Positive,5
915,La Taqueria,Mexican,"The tacos were good, but a bit too spicy for my liking. Service was friendly.",Neutral,3
916,The Greek Spot,Greek,The lamb gyro was amazing and the staff were attentive. I'll definitely be back.,Positive,5
917,Thai Paradise,Thai,"The Pad Thai was decent, but the portion size was small for the price.",Negative,2
918,Le Bistro,French,The steak was cooked perfectly and the wine selection was impressive. Highly recommend.,Positive,5
919,Seoul Kitchen,Korean,The bibimbap was delicious and the service was great. Would definitely recommend.,Positive,4
920,Burger Joint,American,"The burger was dry and overcooked, and the fries were cold. Disappointing.",Negative,1
921,Bombay Bites,Indian,The chicken tikka masala was flavorful and the naan was fresh. Would come back.,Positive,4
922,Mama's Italiano,Italian,The pizza was average but the tiramisu was amazing. Friendly staff too.,Neutral,3
